0.580,0.610,0.470,0.130,0.500,0.000,0.480,0.220,0
0.430,0.670,0.480,0.270,0.500,0.000,0.530,0.220,0
0.640,0.620,0.490,0.150,0.500,0.000,0.530,0.220,0
0.420,0.440,0.480,0.540,0.500,0.000,0.480,0.220,0
0.500,0.540,0.480,0.650,0.500,0.000,0.530,0.220,0
0.480,0.450,0.590,0.200,0.500,0.000,0.580,0.340,0
0.550,0.500,0.660,0.360,0.500,0.000,0.490,0.220,0
0.400,0.390,0.600,0.150,0.500,0.000,0.580,0.300,0
0.430,0.390,0.540,0.210,0.500,0.000,0.530,0.270,0
0.420,0.370,0.590,0.200,0.500,0.000,0.520,0.290,0
0.600,0.400,0.520,0.460,0.500,0.000,0.530,0.220,0
0.660,0.550,0.450,0.190,0.500,0.000,0.460,0.220,0
0.460,0.440,0.520,0.110,0.500,0.000,0.500,0.220,0
0.470,0.390,0.500,0.110,0.500,0.000,0.490,0.400,0
0.580,0.470,0.540,0.110,0.500,0.000,0.510,0.260,0
0.500,0.340,0.550,0.210,0.500,0.000,0.490,0.220,0
0.610,0.600,0.550,0.210,0.500,0.000,0.500,0.250,0
0.450,0.400,0.500,0.160,0.500,0.000,0.500,0.220,0
0.430,0.440,0.480,0.220,0.500,0.000,0.510,0.220,0
0.730,0.630,0.420,0.300,0.500,0.000,0.490,0.220,0
0.430,0.530,0.520,0.130,0.500,0.000,0.550,0.220,0
0.460,0.530,0.520,0.150,0.500,0.000,0.580,0.220,0
0.590,0.450,0.530,0.190,0.500,0.000,0.590,0.270,0
0.570,0.470,0.600,0.180,0.500,0.000,0.510,0.220,0
0.630,0.670,0.570,0.240,0.500,0.000,0.490,0.220,0
0.530,0.540,0.430,0.100,0.500,0.000,0.570,0.320,0
0.510,0.510,0.430,0.870,0.500,0.000,0.520,0.220,0
0.330,0.550,0.510,0.430,0.500,0.000,0.510,0.220,0
0.780,0.740,0.420,0.260,0.500,0.000,0.430,0.220,0
0.740,0.670,0.470,0.340,0.500,0.000,0.420,0.220,0
0.720,0.610,0.450,0.300,0.500,0.000,0.540,0.250,0
0.400,0.450,0.570,0.180,0.500,0.000,0.560,0.260,0
0.590,0.530,0.430,0.440,0.500,0.000,0.500,0.220,0
0.860,0.680,0.390,0.240,0.500,0.000,0.540,0.220,1
0.860,0.740,0.510,0.400,0.500,0.000,0.550,0.220,1
0.790,0.570,0.410,0.280,0.500,0.000,0.590,0.220,1
0.530,0.310,0.580,0.390,0.500,0.000,0.470,0.370,0
0.740,0.750,0.580,0.470,0.500,0.000,0.400,0.350,1
0.740,0.570,0.510,0.280,0.500,0.000,0.580,0.220,0
0.420,0.240,0.340,0.160,0.500,0.000,0.500,0.220,0
0.480,0.390,0.510,0.210,0.500,0.000,0.520,0.280,0
0.410,0.530,0.450,0.140,0.500,0.000,0.520,0.660,0
0.450,0.460,0.550,0.430,0.500,0.000,0.550,0.380,0
0.560,0.480,0.580,0.270,0.500,0.000,0.510,0.220,0
0.640,0.590,0.560,0.230,0.500,0.000,0.460,0.220,0
0.640,0.560,0.560,0.220,0.500,0.000,0.450,0.220,0
0.530,0.440,0.510,0.330,0.500,0.000,0.550,0.220,0
0.380,0.490,0.530,0.190,0.500,0.000,0.500,0.220,0
0.430,0.350,0.520,0.520,0.500,0.000,0.540,0.220,0
0.370,0.320,0.470,0.180,0.500,0.000,0.450,0.250,0
0.480,0.430,0.510,0.320,0.500,0.000,0.520,0.430,0
0.540,0.480,0.440,0.080,0.500,0.000,0.520,0.270,0
0.600,0.470,0.450,0.220,0.500,0.000,0.510,0.290,0
0.340,0.460,0.570,0.090,0.500,0.000,0.550,0.220,0
0.470,0.390,0.590,0.150,0.500,0.000,0.570,0.220,0
0.810,0.850,0.470,0.370,0.500,0.000,0.560,0.220,0
0.480,0.420,0.520,0.240,0.500,0.000,0.560,0.220,0
0.600,0.500,0.440,0.610,0.500,0.000,0.470,0.220,0
0.450,0.550,0.540,0.660,0.500,0.000,0.470,0.220,0
0.460,0.490,0.580,0.230,0.500,0.000,0.440,0.220,0
0.490,0.420,0.560,0.550,0.500,0.000,0.420,0.250,0
0.630,0.530,0.540,0.400,0.500,0.000,0.500,0.220,0
0.500,0.540,0.530,0.540,0.500,0.000,0.510,0.270,0
0.630,0.570,0.590,0.400,0.500,0.000,0.380,0.220,0
