0.510,0.400,0.560,0.170,0.500,0.500,0.490,0.220,0
0.400,0.390,0.600,0.150,0.500,0.000,0.580,0.300,0
0.400,0.420,0.570,0.350,0.500,0.000,0.530,0.250,0
0.460,0.440,0.520,0.110,0.500,0.000,0.500,0.220,0
0.470,0.390,0.500,0.110,0.500,0.000,0.490,0.400,0
0.450,0.400,0.500,0.160,0.500,0.000,0.500,0.220,0
0.430,0.440,0.480,0.220,0.500,0.000,0.510,0.220,0
0.730,0.630,0.420,0.300,0.500,0.000,0.490,0.220,0
0.430,0.530,0.520,0.130,0.500,0.000,0.550,0.220,0
0.460,0.530,0.520,0.150,0.500,0.000,0.580,0.220,0
0.570,0.470,0.600,0.180,0.500,0.000,0.510,0.220,0
0.380,0.610,0.610,0.120,0.500,0.000,0.530,0.470,0
0.400,0.450,0.570,0.180,0.500,0.000,0.560,0.260,0
0.480,0.390,0.510,0.210,0.500,0.000,0.520,0.280,0
0.640,0.590,0.560,0.230,0.500,0.000,0.460,0.220,0
0.640,0.560,0.560,0.220,0.500,0.000,0.450,0.220,0
0.660,0.620,0.490,0.100,0.500,0.000,0.490,0.220,0
0.530,0.440,0.510,0.330,0.500,0.000,0.550,0.220,0
0.380,0.490,0.530,0.190,0.500,0.000,0.500,0.220,0
0.540,0.480,0.440,0.080,0.500,0.000,0.520,0.270,0
0.600,0.470,0.450,0.220,0.500,0.000,0.510,0.290,0
0.340,0.460,0.570,0.090,0.500,0.000,0.550,0.220,0
0.480,0.540,0.550,0.120,0.500,0.000,0.510,0.220,0
0.470,0.390,0.590,0.150,0.500,0.000,0.570,0.220,0
0.420,0.470,0.520,0.410,0.500,0.000,0.530,0.320,0
0.400,0.450,0.560,0.200,0.500,0.000,0.450,0.220,0
0.490,0.610,0.490,0.250,0.500,0.000,0.500,0.280,0
0.640,0.570,0.570,0.270,0.500,0.000,0.370,0.220,0
0.470,0.520,0.500,0.400,0.500,0.000,0.410,0.220,0
0.470,0.390,0.550,0.240,0.500,0.000,0.470,0.220,0
0.300,0.560,0.550,0.180,0.500,0.000,0.500,0.220,0
0.650,0.650,0.520,0.160,0.500,0.000,0.600,0.220,0
0.500,0.640,0.570,0.150,0.500,0.000,0.470,0.220,0
0.400,0.620,0.520,0.310,0.500,0.000,0.490,0.310,0
0.600,0.500,0.570,0.250,0.500,0.000,0.410,0.260,0
0.340,0.540,0.500,0.210,0.500,0.000,0.540,0.310,0
0.290,0.320,0.580,0.150,0.500,0.000,0.500,0.300,0
0.390,0.470,0.560,0.160,0.500,0.000,0.470,0.220,0
0.430,0.570,0.530,0.160,0.500,0.000,0.540,0.220,0
0.590,0.480,0.500,0.140,0.500,0.000,0.450,0.250,0
0.390,0.550,0.480,0.310,0.500,0.000,0.540,0.290,0
0.440,0.390,0.530,0.140,0.500,0.000,0.540,0.440,0
0.450,0.430,0.510,0.240,0.500,0.000,0.540,0.330,0
0.420,0.430,0.560,0.100,0.500,0.000,0.490,0.220,0
0.400,0.420,0.710,0.210,0.500,0.000,0.540,0.320,0
0.400,0.420,0.710,0.210,0.500,0.000,0.540,0.320,0
0.540,0.490,0.490,0.200,0.500,0.000,0.520,0.220,0
0.660,0.450,0.500,0.230,0.500,0.000,0.490,0.220,0
0.210,0.410,0.550,0.110,0.500,0.000,0.500,0.270,0
0.390,0.400,0.530,0.670,0.500,0.000,0.470,0.220,0
0.240,0.340,0.690,0.180,0.500,0.000,0.520,0.220,0
0.490,0.430,0.510,0.130,0.500,0.000,0.470,0.220,0
0.540,0.380,0.520,0.180,0.500,0.000,0.480,0.220,0
0.430,0.570,0.530,0.530,0.500,0.000,0.530,0.250,0
0.480,0.640,0.610,0.230,0.500,0.000,0.600,0.220,0
0.310,0.550,0.520,0.170,0.500,0.000,0.520,0.220,0
0.320,0.570,0.500,0.150,0.500,0.000,0.530,0.220,0
0.320,0.420,0.520,0.240,0.500,0.000,0.600,0.220,0
0.590,0.500,0.520,0.280,0.500,0.000,0.550,0.250,0
0.370,0.420,0.510,0.110,0.500,0.000,0.570,0.220,0
0.440,0.420,0.600,0.210,0.500,0.000,0.570,0.220,0
0.530,0.510,0.460,0.280,0.500,0.000,0.480,0.220,0
0.350,0.660,0.490,0.210,0.500,0.000,0.540,0.250,0
0.520,0.400,0.600,0.120,0.500,0.000,0.550,0.220,0
0.570,0.410,0.590,0.240,0.500,0.000,0.400,0.220,0
0.560,0.410,0.580,0.210,0.500,0.000,0.420,0.220,0
0.410,0.510,0.580,0.150,0.500,0.000,0.450,0.270,0
0.380,0.510,0.750,0.170,0.500,0.000,0.550,0.220,0
0.380,0.510,0.750,0.170,0.500,0.000,0.550,0.220,0
0.450,0.270,0.570,0.360,0.500,0.000,0.520,0.180,0
0.200,0.260,0.520,0.140,0.500,0.000,0.530,0.440,0
0.510,0.530,0.550,0.140,0.500,0.000,0.510,0.220,0
0.380,0.480,0.590,0.220,0.500,0.000,0.460,0.220,0
0.460,0.350,0.530,0.160,0.500,0.000,0.510,0.290,0
0.560,0.520,0.550,0.190,0.500,0.000,0.540,0.220,0
0.520,0.540,0.500,0.210,0.500,0.000,0.480,0.300,0
0.550,0.460,0.530,0.110,0.500,0.000,0.520,0.480,0
0.450,0.560,0.540,0.320,0.500,0.000,0.570,0.220,0
0.450,0.560,0.530,0.320,0.500,0.000,0.570,0.220,0
0.540,0.650,0.490,0.340,0.500,0.000,0.520,0.220,0
0.590,0.580,0.460,0.190,0.500,0.000,0.560,0.270,0
0.550,0.560,0.450,0.140,0.500,0.000,0.540,0.220,0
0.320,0.470,0.550,0.120,0.500,0.000,0.520,0.220,0
0.350,0.460,0.490,0.150,1.000,0.000,0.550,0.350,0
0.430,0.510,0.480,0.140,0.500,0.000,0.500,0.220,0
0.570,0.610,0.450,0.260,0.500,0.000,0.500,0.220,0
0.630,0.620,0.420,0.120,0.500,0.000,0.520,0.250,0
0.250,0.400,0.510,0.180,0.500,0.000,0.500,0.270,0
0.560,0.620,0.530,0.240,0.500,0.000,0.570,0.220,0
0.580,0.600,0.510,0.240,0.500,0.000,0.530,0.220,0
0.710,0.590,0.530,0.150,0.500,0.000,0.490,0.330,0
0.350,0.360,0.570,0.170,0.500,0.000,0.520,0.220,0
0.450,0.400,0.560,0.140,0.500,0.000,0.540,0.220,0
0.470,0.470,0.580,0.160,0.500,0.000,0.490,0.280,0
0.410,0.390,0.510,0.520,0.500,0.000,0.490,0.220,0
0.690,0.600,0.500,0.310,0.500,0.000,0.550,0.220,0
0.510,0.580,0.540,0.290,0.500,0.000,0.530,0.220,0
0.550,0.660,0.570,0.320,0.500,0.000,0.570,0.340,0
0.620,0.580,0.520,0.150,0.500,0.000,0.520,0.290,0
0.500,0.500,0.480,0.170,0.500,0.000,0.470,0.260,0
0.450,0.420,0.520,0.200,0.500,0.000,0.500,0.250,0
0.510,0.350,0.460,0.150,0.500,0.000,0.510,0.420,0
0.420,0.390,0.470,0.130,0.500,0.000,0.500,0.270,0
0.320,0.380,0.520,0.200,0.500,0.000,0.520,0.280,0
0.590,0.650,0.520,0.300,0.500,0.000,0.460,0.310,0
0.370,0.330,0.500,0.120,0.500,0.000,0.510,0.540,0
0.450,0.560,0.490,0.170,0.500,0.000,0.520,0.220,0
0.600,0.400,0.590,0.180,0.500,0.000,0.480,0.220,0
0.380,0.470,0.530,0.120,0.500,0.000,0.480,0.220,0
0.590,0.430,0.520,0.190,0.500,0.000,0.550,0.270,0
0.640,0.530,0.450,0.130,0.500,0.000,0.530,0.220,0
0.520,0.510,0.510,0.120,0.500,0.000,0.510,0.400,0
0.490,0.430,0.480,0.150,0.500,0.000,0.550,0.250,0
0.490,0.470,0.520,0.160,0.500,0.000,0.530,0.280,0
0.480,0.390,0.490,0.180,0.500,0.000,0.510,0.220,0
0.490,0.420,0.540,0.170,0.500,0.000,0.500,0.360,0
0.740,0.530,0.500,0.080,0.500,0.000,0.550,0.310,0
0.300,0.500,0.470,0.110,0.500,0.000,0.460,0.220,0
0.440,0.510,0.480,0.380,0.500,0.000,0.520,0.220,0
0.550,0.410,0.560,0.210,0.500,0.000,0.520,0.220,0
0.400,0.480,0.500,0.170,0.500,0.000,0.540,0.500,0
0.580,0.450,0.480,0.240,0.500,0.000,0.520,0.370,0
0.580,0.410,0.510,0.260,0.500,0.000,0.510,0.370,0
0.210,0.380,0.490,0.160,0.500,0.000,0.510,0.450,0
0.480,0.340,0.470,0.140,0.500,0.000,0.470,0.260,0
0.350,0.400,0.530,0.180,0.500,0.000,0.420,0.380,0
0.530,0.430,0.470,0.150,0.500,0.000,0.580,0.220,0
0.460,0.450,0.560,0.160,0.500,0.000,0.560,0.220,0
0.610,0.540,0.490,0.160,0.500,0.000,0.540,0.420,0
0.440,0.410,0.580,0.200,0.500,0.000,0.570,0.250,0
0.610,0.540,0.490,0.190,0.500,0.000,0.540,0.470,0
0.410,0.300,0.490,0.280,0.500,0.000,0.540,0.220,0
0.410,0.430,0.500,0.280,0.500,0.000,0.500,0.220,0
0.510,0.430,0.630,0.180,0.500,0.000,0.520,0.220,0
0.500,0.460,0.520,0.160,0.500,0.000,0.520,0.260,0
0.510,0.340,0.430,0.180,0.500,0.000,0.480,0.250,0
0.430,0.510,0.600,0.250,0.500,0.000,0.550,0.220,0
0.420,0.250,0.600,0.140,0.500,0.000,0.450,0.220,0
0.380,0.490,0.540,1.000,0.500,0.000,0.500,0.270,0
0.270,0.560,0.560,0.180,0.500,0.000,0.520,0.220,0
0.430,0.450,0.540,0.140,0.500,0.000,0.500,0.310,0
0.510,0.430,0.470,0.190,0.500,0.000,0.520,0.370,0
0.540,0.540,0.490,0.140,0.500,0.000,0.560,0.220,0
0.500,0.450,0.480,0.170,0.500,0.000,0.500,0.260,0
0.460,0.470,0.460,0.160,0.500,0.000,0.510,0.220,0
0.390,0.370,0.560,0.150,0.500,0.000,0.500,0.270,0
0.480,0.510,0.570,0.240,0.500,0.000,0.500,0.220,0
0.620,0.600,0.470,0.160,0.500,0.000,0.530,0.220,0
0.490,0.440,0.450,0.220,0.500,0.000,0.510,0.220,0
0.570,0.440,0.420,0.200,0.500,0.000,0.540,0.220,0
0.400,0.470,0.480,0.180,0.500,0.000,0.460,0.220,0
0.340,0.540,0.540,0.130,0.500,0.000,0.520,0.220,0
0.290,0.460,0.540,0.270,0.500,0.000,0.490,0.220,0
0.460,0.550,0.610,0.130,0.500,0.000,0.470,0.220,0
0.570,0.400,0.480,0.240,0.500,0.000,0.550,0.220,0
0.580,0.380,0.400,0.210,0.500,0.000,0.500,0.220,0
0.530,0.410,0.500,0.240,1.000,0.000,0.470,0.220,0
0.430,0.400,0.500,0.180,0.500,0.000,0.500,0.280,0
0.490,0.600,0.550,0.170,0.500,0.000,0.440,0.220,0
0.370,0.410,0.450,0.140,0.500,0.000,0.470,0.220,0
0.500,0.360,0.530,0.410,0.500,0.000,0.550,0.360,0
0.590,0.580,0.390,0.520,0.500,0.000,0.500,0.310,0
0.470,0.500,0.550,0.190,0.500,0.000,0.620,0.220,0
0.350,0.500,0.440,0.270,0.500,0.000,0.510,0.220,0
0.490,0.440,0.510,0.180,0.500,0.000,0.520,0.270,0
0.290,0.340,0.550,0.240,0.500,0.000,0.510,0.220,0
0.280,0.480,0.560,0.160,0.500,0.000,0.480,0.260,0
