49.000,0.000,79.000,0.000,46.000,-5.000,30.000,32.000,2.000,0
41.000,1.000,86.000,3.000,42.000,6.000,45.000,45.000,0.000,0
50.000,-4.000,83.000,0.000,50.000,0.000,33.000,34.000,2.000,0
48.000,1.000,81.000,-1.000,46.000,0.000,33.000,34.000,2.000,0
45.000,0.000,86.000,0.000,44.000,-10.000,41.000,42.000,2.000,0
37.000,0.000,79.000,0.000,26.000,-4.000,42.000,53.000,12.000,0
37.000,0.000,81.000,0.000,38.000,7.000,43.000,42.000,0.000,0
43.000,0.000,81.000,0.000,42.000,-10.000,37.000,39.000,2.000,0
43.000,0.000,77.000,10.000,42.000,-34.000,34.000,36.000,2.000,0
44.000,0.000,79.000,-2.000,44.000,0.000,35.000,35.000,0.000,0
44.000,4.000,82.000,-7.000,44.000,1.000,38.000,38.000,0.000,0
37.000,0.000,76.000,0.000,34.000,13.000,39.000,42.000,4.000,0
62.000,0.000,109.000,0.000,62.000,23.000,48.000,47.000,0.000,0
49.000,-4.000,107.000,-1.000,50.000,0.000,58.000,58.000,0.000,0
41.000,1.000,108.000,0.000,42.000,10.000,66.000,66.000,0.000,0
43.000,0.000,86.000,0.000,44.000,21.000,43.000,42.000,0.000,0
45.000,-4.000,81.000,1.000,44.000,-21.000,36.000,37.000,2.000,0
37.000,0.000,104.000,-2.000,16.000,-14.000,67.000,89.000,22.000,0
49.000,-1.000,86.000,0.000,50.000,4.000,37.000,37.000,0.000,0
66.000,0.000,109.000,0.000,68.000,4.000,43.000,42.000,0.000,0
37.000,2.000,97.000,0.000,34.000,-2.000,60.000,64.000,4.000,0
56.000,0.000,89.000,0.000,56.000,0.000,33.000,32.000,0.000,0
50.000,0.000,110.000,1.000,50.000,0.000,60.000,61.000,2.000,0
37.000,0.000,81.000,5.000,34.000,1.000,43.000,47.000,4.000,0
44.000,1.000,86.000,0.000,44.000,22.000,42.000,42.000,0.000,0
37.000,0.000,78.000,-4.000,28.000,0.000,41.000,50.000,8.000,0
57.000,0.000,82.000,5.000,56.000,0.000,25.000,25.000,0.000,0
